Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,Season Type,PER,Adjusted Salary
59,Mike Conley,35,MIN,PG,5.0,5.0,36.6,4.0,8.4,0.476,2.0,4.4,0.455,2.0,4.0,0.5,0.595,2.0,2.2,0.909,0.4,2.2,2.6,6.4,0.6,0.0,1.4,2.2,12.0,Unknown,conlemi01,Playoff,13.3,24021640.27
60,Pat Connaughton,30,MIL,SF,4.0,0.0,22.0,4.3,7.5,0.567,2.8,5.8,0.478,1.5,1.8,0.857,0.75,0.8,1.0,0.75,1.0,4.0,5.0,1.8,1.0,0.3,0.5,2.5,12.0,Unknown,connapa01,Playoff,21.3,6067257.32
61,Tyler Herro,23,MIA,SG,1.0,1.0,19.0,5.0,9.0,0.556,2.0,4.0,0.5,3.0,5.0,0.6,0.667,0.0,0.0,0.77,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,12.0,Unknown,herroty01,Playoff,20.4,6060609.0
62,Malcolm Brogdon,30,BOS,PG,19.0,0.0,24.9,4.3,10.3,0.418,1.7,4.6,0.379,2.6,5.7,0.45,0.503,1.5,1.8,0.829,0.7,2.8,3.5,2.9,0.2,0.3,1.0,1.5,11.9,Unknown,brogdma01,Playoff,13.4,23936907.86
63,Grayson Allen,27,MIL,SG,5.0,5.0,29.8,3.8,8.2,0.463,2.8,5.8,0.483,1.0,2.4,0.417,0.634,1.2,1.4,0.857,0.2,2.2,2.4,1.8,0.4,0.0,0.8,1.4,11.6,Unknown,allengr01,Playoff,11.0,9452960.29
64,Victor Oladipo,30,MIA,SG,2.0,0.0,22.5,5.0,9.5,0.526,1.0,2.5,0.4,4.0,7.0,0.571,0.579,0.5,1.5,0.333,0.5,3.0,3.5,1.0,1.0,0.5,1.0,2.5,11.5,Unknown,oladivi01,Playoff,14.7,9267608.13
65,John Collins,25,ATL,PF,6.0,6.0,27.3,4.3,10.0,0.433,1.8,5.3,0.344,2.5,4.7,0.536,0.525,0.8,1.0,0.833,1.2,3.2,4.3,0.8,0.3,1.0,1.5,2.2,11.3,Unknown,collijo01,Playoff,10.1,24890147.55
66,Harrison Barnes,30,SAC,PF,7.0,7.0,28.0,3.6,8.6,0.417,0.9,3.6,0.24,2.7,5.0,0.543,0.467,2.7,3.7,0.731,1.4,2.0,3.4,0.7,1.1,0.3,0.4,0.7,10.7,Unknown,barneha02,Playoff,12.0,19437905.65
67,Kentavious Caldwell-Pope,29,DEN,SG,20.0,20.0,33.6,3.7,8.1,0.457,1.8,4.6,0.38,2.0,3.5,0.557,0.565,1.5,1.8,0.829,0.7,2.6,3.3,1.6,1.3,0.7,0.8,2.4,10.6,Unknown,caldwke01,Playoff,11.3,14833154.22
68,Terance Mann,26,LAC,SG,5.0,0.0,26.6,3.8,6.6,0.576,1.8,3.8,0.474,2.0,2.8,0.714,0.712,1.2,1.8,0.667,1.4,1.8,3.2,2.2,0.8,0.2,1.8,3.4,10.6,Unknown,mannte01,Playoff,13.2,2044890.85
69,Dillon Brooks,27,MEM,SF,6.0,6.0,27.8,4.0,12.8,0.312,1.7,7.0,0.238,2.3,5.8,0.4,0.377,0.8,1.2,0.714,0.5,2.5,3.0,1.8,0.2,0.0,1.2,3.3,10.5,Unknown,brookdi01,Playoff,2.4,12074369.45
70,Nic Claxton,23,BRK,C,4.0,4.0,29.3,4.5,6.3,0.72,0.0,0.0,0.346,4.5,6.3,0.72,0.72,1.5,2.5,0.6,1.3,6.8,8.0,1.5,0.3,1.8,0.8,2.0,10.5,Unknown,claxtni01,Playoff,18.5,4699471.69
71,Josh Hart,27,NYK,SF,11.0,5.0,32.1,4.1,8.5,0.479,0.9,2.9,0.313,3.2,5.6,0.565,0.532,1.3,2.0,0.636,1.6,5.7,7.4,2.2,0.8,0.3,1.9,3.5,10.4,Unknown,hartjo01,Playoff,10.8,13726651.59
72,Jordan Poole,23,GSW,PG,13.0,4.0,21.8,3.5,10.4,0.341,1.2,4.8,0.254,2.3,5.5,0.417,0.4,2.0,2.6,0.765,0.3,1.8,2.2,3.5,0.8,0.2,1.2,2.5,10.3,Unknown,poolejo01,Playoff,9.6,4132187.1
73,Eric Gordon,34,LAC,SG,5.0,5.0,29.8,3.6,8.8,0.409,2.0,5.8,0.345,1.6,3.0,0.533,0.523,1.0,1.2,0.833,0.2,1.2,1.4,2.6,0.6,0.4,0.8,2.4,10.2,Unknown,gordoer01,Playoff,9.2,20725930.54
74,Evan Mobley,21,CLE,PF,5.0,5.0,37.6,4.4,9.6,0.458,0.0,0.2,0.0,4.4,9.4,0.468,0.458,1.0,1.6,0.625,3.0,7.0,10.0,2.0,0.6,1.2,2.4,2.6,9.8,Unknown,mobleev01,Playoff,9.5,8980280.5
75,Keegan Murray,22,SAC,SF,7.0,7.0,27.7,3.7,8.3,0.448,1.7,4.6,0.375,2.0,3.7,0.538,0.552,0.6,0.9,0.667,2.1,4.1,6.3,0.7,0.6,0.3,0.6,2.6,9.7,Unknown,murrake02,Playoff,11.4,8482180.99
76,Bobby Portis,27,MIL,PF,5.0,2.0,21.4,4.0,8.2,0.488,1.0,3.6,0.278,3.0,4.6,0.652,0.549,0.6,0.6,1.0,2.0,6.2,8.2,1.2,0.6,0.4,0.8,3.0,9.6,Unknown,portibo01,Playoff,16.2,11484790.7
77,Jarrett Allen,24,CLE,C,5.0,5.0,38.2,4.4,7.2,0.611,0.0,0.0,0.346,4.4,7.2,0.611,0.611,0.6,1.2,0.5,3.0,4.4,7.4,2.4,0.8,1.0,0.6,2.0,9.4,Unknown,allenja01,Playoff,13.9,21183104.3
78,Draymond Green,32,GSW,PF,12.0,9.0,30.6,3.5,7.6,0.462,0.4,1.7,0.25,3.1,5.9,0.521,0.489,2.0,2.8,0.727,1.6,5.3,6.9,6.8,1.5,1.0,2.3,4.0,9.4,Unknown,greendr01,Playoff,14.6,27333055.16
79,Max Strus,26,MIA,SF,23.0,23.0,28.2,3.3,8.2,0.402,1.9,5.9,0.319,1.4,2.3,0.611,0.516,0.9,1.1,0.8,0.6,3.0,3.6,1.4,0.3,0.3,0.3,2.0,9.3,Unknown,strusma01,Playoff,9.8,1923083.76
80,Kyle Lowry,36,MIA,PG,23.0,1.0,26.0,3.2,7.6,0.425,1.4,3.8,0.375,1.8,3.7,0.477,0.52,1.3,1.4,0.939,0.5,3.0,3.5,4.4,1.0,0.6,1.7,2.6,9.2,Unknown,lowryky01,Playoff,13.4,30009398.46
81,Ivica Zubac,25,LAC,C,5.0,5.0,26.0,3.4,6.0,0.567,0.0,0.0,0.346,3.4,6.0,0.567,0.567,2.4,3.2,0.75,3.2,6.4,9.6,0.6,0.6,0.2,2.2,1.6,9.2,Unknown,zubaciv01,Playoff,14.1,10722312.27
82,Kevin Huerter,24,SAC,SG,7.0,7.0,26.1,3.6,10.3,0.347,1.1,5.6,0.205,2.4,4.7,0.515,0.403,0.9,1.1,0.75,0.1,4.3,4.4,1.1,0.4,1.3,0.6,3.3,9.1,Unknown,huertke01,Playoff,6.6,15367207.81
83,Immanuel Quickley,23,NYK,SG,8.0,0.0,21.9,2.9,8.3,0.348,1.1,4.6,0.243,1.8,3.6,0.483,0.417,2.1,2.5,0.85,0.3,1.4,1.6,1.0,0.5,0.0,1.1,1.4,9.0,Unknown,quickim01,Playoff,7.4,2453257.67
84,Duncan Robinson,28,MIA,SF,23.0,1.0,18.2,3.3,6.9,0.475,2.2,4.9,0.442,1.1,2.0,0.556,0.633,0.3,0.3,0.875,0.0,1.4,1.5,1.7,0.3,0.1,0.9,1.6,9.0,Unknown,robindu01,Playoff,14.0,17901841.44
85,Marcus Morris,33,LAC,PF,3.0,2.0,22.7,3.3,9.7,0.345,0.7,4.0,0.167,2.7,5.7,0.471,0.379,1.3,1.3,1.0,0.3,3.7,4.0,0.0,0.3,0.3,0.3,2.0,8.7,Unknown,morrima03,Playoff,6.1,17340587.68
86,Xavier Tillman Sr.,24,MEM,C,6.0,6.0,30.5,4.0,7.5,0.533,0.2,0.7,0.25,3.8,6.8,0.561,0.544,0.5,0.8,0.6,2.8,5.2,8.0,3.2,0.7,0.7,0.7,2.8,8.7,Unknown,tillmxa01,Playoff,14.2,4699471.69
87,Bones Hyland,22,LAC,PG,5.0,0.0,16.4,3.0,8.8,0.341,1.0,4.0,0.25,2.0,4.8,0.417,0.398,1.6,2.0,0.8,0.2,0.6,0.8,0.8,0.8,0.2,0.8,1.8,8.6,Unknown,hylanbo01,Playoff,8.0,2331751.39
88,Kyle Anderson,29,MIN,PF,4.0,0.0,26.0,3.8,7.5,0.5,0.5,1.5,0.333,3.3,6.0,0.542,0.533,0.5,0.5,1.0,0.8,3.3,4.0,4.5,1.8,0.5,1.5,3.3,8.5,Unknown,anderky01,Playoff,14.9,9299899.65
89,Nickeil Alexander-Walker,24,MIN,SG,5.0,4.0,29.6,3.0,7.0,0.429,2.0,5.0,0.4,1.0,2.0,0.5,0.571,0.4,0.6,0.667,0.2,1.8,2.0,1.4,0.6,0.2,0.8,1.8,8.4,Unknown,alexani01,Playoff,7.7,5305978.92
90,Clint Capela,28,ATL,C,6.0,6.0,25.2,3.8,6.3,0.605,0.0,0.0,0.346,3.8,6.3,0.605,0.605,0.7,1.0,0.667,2.5,5.8,8.3,0.5,1.0,0.5,0.7,0.8,8.3,Unknown,capelca01,Playoff,16.5,19283928.85
91,Seth Curry,32,BRK,SG,3.0,0.0,19.3,3.3,6.3,0.526,1.0,3.0,0.333,2.3,3.3,0.7,0.605,0.7,1.0,0.667,0.0,1.0,1.0,2.0,0.0,0.0,0.3,0.7,8.3,Unknown,curryse01,Playoff,13.8,8999274.33
92,Mason Plumlee,32,LAC,C,5.0,0.0,18.2,2.8,3.2,0.875,0.0,0.0,0.346,2.8,3.2,0.875,0.875,2.6,2.8,0.929,3.2,3.6,6.8,1.8,0.4,0.4,0.6,3.0,8.2,Unknown,plumlma01,Playoff,26.6,9617571.02
93,Cameron Payne,28,PHO,PG,7.0,4.0,21.7,3.3,6.9,0.479,1.6,3.9,0.407,1.7,3.0,0.571,0.594,0.0,0.4,0.0,0.0,2.0,2.0,2.9,0.4,0.3,1.3,2.1,8.1,Unknown,payneca01,Playoff,10.3,6354931.29
94,De'Anthony Melton,24,PHI,SG,11.0,0.0,24.9,2.8,7.4,0.383,1.7,4.5,0.388,1.1,2.9,0.375,0.5,0.5,0.7,0.75,1.3,2.0,3.3,1.6,1.2,0.8,0.7,1.8,7.9,Unknown,meltode01,Playoff,12.6,8738030.52
95,Taurean Prince,28,MIN,PF,5.0,1.0,20.0,2.4,6.6,0.364,1.6,4.2,0.381,0.8,2.4,0.333,0.485,1.4,1.8,0.778,0.6,0.8,1.4,0.8,0.6,0.2,1.0,1.8,7.8,Unknown,princta02,Playoff,8.3,7520002.03
96,Robert Williams,25,BOS,C,20.0,4.0,20.9,3.4,4.3,0.788,0.0,0.1,0.0,3.4,4.2,0.798,0.788,1.0,1.4,0.679,1.8,4.2,6.0,1.0,0.5,1.3,0.8,2.2,7.7,Unknown,williro04,Playoff,19.6,11348092.95
97,Saddiq Bey,23,ATL,SF,6.0,0.0,22.2,2.5,6.7,0.375,1.2,3.0,0.389,1.3,3.7,0.364,0.463,1.3,1.5,0.889,1.2,2.8,4.0,1.0,0.5,0.0,0.3,0.5,7.5,Unknown,beysa01,Playoff,10.9,3134125.01
98,Dennis Schröder,29,LAL,PG,16.0,3.0,26.1,2.6,6.4,0.398,0.8,2.4,0.333,1.8,4.0,0.438,0.461,1.4,1.8,0.821,0.2,1.8,1.9,2.9,1.0,0.2,1.3,2.5,7.4,Unknown,schrode01,Playoff,7.9,4699471.69
99,Luke Kennard,26,MEM,SG,5.0,0.0,21.4,2.4,4.6,0.522,1.6,3.2,0.5,0.8,1.4,0.571,0.696,0.8,0.8,1.0,1.0,3.0,4.0,1.4,0.8,0.0,0.2,1.6,7.2,Unknown,kennalu01,Playoff,15.1,14558570.34
100,Davion Mitchell,24,SAC,PG,7.0,0.0,20.0,2.7,6.6,0.413,1.0,3.9,0.259,1.7,2.7,0.632,0.489,0.7,0.9,0.833,0.4,0.9,1.3,1.7,0.9,0.1,0.9,1.0,7.1,Unknown,mitchda01,Playoff,9.6,5119532.65
101,Obi Toppin,24,NYK,PF,11.0,1.0,15.9,2.7,6.4,0.429,1.2,3.9,0.302,1.5,2.5,0.63,0.521,0.4,0.5,0.8,0.9,2.6,3.5,0.6,0.7,0.3,0.7,1.1,7.0,Unknown,toppiob01,Playoff,14.6,5664658.65
102,Kevin Love,34,MIA,PF,20.0,18.0,18.0,2.3,6.0,0.378,1.7,4.4,0.375,0.6,1.6,0.387,0.517,0.7,0.8,0.875,0.7,4.9,5.6,1.2,0.5,0.4,0.5,1.8,6.9,Unknown,loveke01,Playoff,13.7,32364572.01
103,Joe Ingles,35,MIL,SF,5.0,0.0,17.8,2.4,4.6,0.522,2.0,4.0,0.5,0.4,0.6,0.667,0.739,0.0,0.0,0.77,0.2,1.0,1.2,2.0,0.6,0.2,1.2,1.4,6.8,Unknown,inglejo01,Playoff,12.2,6862266.64
104,Gary Payton II,30,GSW,SG,12.0,3.0,16.0,3.0,4.5,0.667,0.3,1.3,0.267,2.7,3.3,0.821,0.704,0.5,0.8,0.667,1.8,1.8,3.7,0.8,0.7,0.5,0.9,1.6,6.8,Unknown,paytoga02,Playoff,17.7,8790988.28
105,Al Horford,36,BOS,C,20.0,20.0,30.9,2.6,6.6,0.386,1.4,4.7,0.298,1.2,1.9,0.605,0.492,0.2,0.2,0.75,1.5,5.7,7.2,3.0,1.1,1.7,0.6,2.4,6.7,Unknown,horfoal01,Playoff,12.8,28067613.2
106,Trey Lyles,27,SAC,PF,7.0,0.0,16.9,2.4,5.7,0.425,1.3,3.9,0.333,1.1,1.9,0.615,0.538,0.4,0.7,0.6,1.3,4.4,5.7,0.7,0.3,0.0,0.4,1.7,6.6,Unknown,lylestr01,Playoff,12.6,2780282.44
107,Santi Aldama,22,MEM,PF,6.0,0.0,16.8,2.5,5.5,0.455,1.2,2.5,0.467,1.3,3.0,0.444,0.561,0.3,0.3,1.0,1.2,3.2,4.3,1.2,0.5,0.0,0.3,0.8,6.5,Unknown,aldamsa01,Playoff,15.0,4699471.69
108,Torrey Craig,32,PHO,PF,11.0,5.0,16.6,2.4,4.1,0.578,1.0,2.3,0.44,1.4,1.8,0.75,0.7,0.7,0.8,0.889,0.6,1.6,2.3,0.5,0.5,0.2,0.3,2.1,6.5,Unknown,craigto01,Playoff,14.1,5424941.11
109,Kevon Looney,26,GSW,C,13.0,8.0,25.0,2.8,4.9,0.578,0.0,0.0,0.346,2.8,4.9,0.578,0.578,0.8,1.4,0.556,4.7,8.4,13.1,3.3,0.6,0.4,1.0,2.8,6.5,Unknown,looneke01,Playoff,18.8,8473241.72
110,Mitchell Robinson,24,NYK,C,11.0,11.0,27.1,2.6,4.4,0.604,0.0,0.0,0.346,2.6,4.4,0.604,0.604,1.2,3.0,0.394,5.0,4.3,9.3,0.8,0.6,1.5,0.9,2.6,6.5,Unknown,robinmi01,Playoff,16.6,18053781.49
111,Isaac Okoro,22,CLE,SF,5.0,2.0,15.0,2.2,4.6,0.478,0.8,2.6,0.308,1.4,2.0,0.7,0.565,1.2,1.2,1.0,0.6,0.8,1.4,0.8,0.4,0.4,0.8,2.0,6.4,Unknown,okorois01,Playoff,12.8,7457384.77
112,Dorian Finney-Smith,29,BRK,PF,4.0,4.0,25.3,2.3,5.8,0.391,1.8,4.3,0.412,0.5,1.5,0.333,0.543,0.0,0.0,0.77,1.5,3.0,4.5,0.8,0.8,0.5,1.3,1.8,6.3,Unknown,finnedo01,Playoff,8.5,13705307.49
113,Lonnie Walker IV,24,LAL,SG,13.0,0.0,13.8,2.2,4.6,0.483,1.0,2.6,0.382,1.2,2.0,0.615,0.592,0.7,0.9,0.75,0.1,0.8,0.9,0.8,0.5,0.1,0.3,1.2,6.2,Unknown,walkelo01,Playoff,13.1,4699471.69
114,Jock Landale,27,PHO,C,7.0,1.0,16.1,2.4,3.9,0.63,0.0,0.1,0.0,2.4,3.7,0.654,0.63,1.3,2.0,0.643,1.4,2.6,4.0,0.4,0.4,0.4,0.3,2.1,6.1,Unknown,landajo01,Playoff,16.2,1656008.24
115,Terence Davis,25,SAC,SG,4.0,0.0,14.5,2.0,5.0,0.4,1.5,4.3,0.353,0.5,0.8,0.667,0.55,0.5,0.5,1.0,0.5,1.8,2.3,1.5,0.3,0.0,0.5,3.0,6.0,Unknown,daviste02,Playoff,10.2,4236620.86
116,Wesley Matthews,36,MIL,SF,2.0,0.0,20.5,2.0,4.5,0.444,2.0,3.5,0.571,0.0,1.0,0.0,0.667,0.0,0.0,0.77,0.5,1.0,1.5,0.5,1.0,0.5,0.0,1.5,6.0,Unknown,matthwe02,Playoff,11.3,3077747.24
117,Onyeka Okongwu,22,ATL,C,6.0,0.0,21.8,2.5,4.2,0.6,0.2,0.2,1.0,2.3,4.0,0.583,0.62,0.8,1.7,0.5,3.2,3.2,6.3,1.2,0.3,1.3,1.2,3.0,6.0,Unknown,okongon01,Playoff,14.0,6773467.06
118,Cedi Osman,27,CLE,SF,5.0,0.0,18.6,1.8,5.0,0.36,1.2,4.0,0.3,0.6,1.0,0.6,0.48,1.2,1.8,0.667,0.2,2.8,3.0,1.0,0.4,0.2,1.0,2.4,6.0,Unknown,osmande01,Playoff,6.7,7865379.83
119,Moses Moody,20,GSW,SG,12.0,0.0,13.4,1.9,3.6,0.535,1.1,1.8,0.591,0.8,1.8,0.476,0.686,0.9,1.0,0.917,0.6,2.0,2.6,0.7,0.4,0.3,0.2,1.5,5.8,Unknown,moodymo01,Playoff,16.7,3961409.97
120,Donte DiVincenzo,26,GSW,SG,13.0,1.0,18.1,1.8,4.9,0.375,1.2,3.4,0.341,0.7,1.5,0.45,0.492,0.6,0.9,0.667,0.8,2.2,3.0,2.8,0.8,0.2,1.3,1.5,5.5,Unknown,divindo01,Playoff,10.4,4766198.47
121,Quentin Grimes,22,NYK,SG,9.0,6.0,26.9,1.6,5.1,0.304,1.0,4.1,0.243,0.6,1.0,0.556,0.402,1.0,1.2,0.818,0.3,2.4,2.8,1.4,1.0,0.6,1.1,1.9,5.1,Unknown,grimequ01,Playoff,5.5,2411696.42
122,Grant Williams,24,BOS,PF,15.0,0.0,17.7,1.7,3.5,0.472,1.2,2.7,0.45,0.5,0.9,0.538,0.642,0.5,0.7,0.8,0.7,1.5,2.2,1.2,0.3,0.4,0.3,1.7,5.1,Unknown,willigr01,Playoff,12.0,4561019.98
123,Royce O'Neale,29,BRK,SF,4.0,0.0,29.5,1.8,7.3,0.241,1.0,5.5,0.182,0.8,1.8,0.429,0.31,0.5,0.5,1.0,1.0,3.3,4.3,3.5,1.3,0.3,1.0,2.8,5.0,Unknown,onealro01,Playoff,5.5,9744227.98
124,P.J. Tucker,37,PHI,PF,11.0,11.0,26.7,1.7,4.6,0.373,1.3,3.6,0.35,0.5,1.0,0.455,0.51,0.2,0.3,0.667,1.6,2.9,4.5,1.5,1.2,0.3,0.5,2.5,4.9,Unknown,tuckepj01,Playoff,9.5,4699471.69
125,Landry Shamet,25,PHO,SG,10.0,1.0,18.4,1.7,4.5,0.378,1.1,2.9,0.379,0.6,1.6,0.375,0.5,0.3,0.4,0.75,0.3,1.4,1.7,1.1,0.2,0.1,0.4,1.5,4.8,Unknown,shamela01,Playoff,6.3,10061974.54
126,Paul Reed,23,PHI,C,11.0,2.0,14.3,2.0,3.5,0.579,0.0,0.0,0.346,2.0,3.5,0.579,0.579,0.6,0.6,1.0,2.5,3.0,5.5,0.6,0.5,0.4,0.5,1.4,4.6,Unknown,reedpa01,Playoff,20.3,1888072.33
127,Jarred Vanderbilt,23,LAL,PF,15.0,13.0,16.5,1.6,4.0,0.4,0.5,1.9,0.241,1.1,2.1,0.548,0.458,0.9,1.3,0.7,1.3,1.9,3.2,0.8,0.7,0.8,0.9,2.1,4.6,Unknown,vandeja01,Playoff,10.3,4632744.91
128,Tyus Jones,26,MEM,PG,6.0,1.0,20.0,1.8,6.0,0.306,0.5,3.2,0.158,1.3,2.8,0.471,0.347,0.3,0.5,0.667,0.5,2.5,3.0,3.7,1.3,0.0,1.3,0.8,4.5,Unknown,jonesty01,Playoff,7.9,15887328.22
129,Nicolas Batum,34,LAC,PF,5.0,3.0,18.4,1.6,3.8,0.421,1.2,3.4,0.353,0.4,0.4,1.0,0.579,0.0,0.0,0.77,0.2,2.0,2.2,1.2,0.4,0.4,0.4,2.0,4.4,Unknown,batumni01,Playoff,7.9,20865695.6
130,Georges Niang,29,PHI,PF,11.0,0.0,14.3,1.6,3.3,0.5,1.1,2.4,0.462,0.5,0.9,0.6,0.667,0.0,0.0,0.77,0.0,0.4,0.4,0.2,0.0,0.2,0.5,1.5,4.4,Unknown,niangge01,Playoff,6.4,3669972.82
131,Jalen Johnson,21,ATL,SF,6.0,0.0,9.3,1.7,4.0,0.417,0.7,1.8,0.364,1.0,2.2,0.462,0.5,0.3,0.3,1.0,0.3,2.2,2.5,1.3,0.5,0.0,0.8,0.8,4.3,Unknown,johnsja05,Playoff,13.9,2957839.22
132,Jeff Green,36,DEN,PF,20.0,0.0,17.2,1.4,3.1,0.452,0.5,1.4,0.321,1.0,1.7,0.559,0.524,0.9,1.0,0.895,0.3,1.3,1.6,0.7,0.3,0.4,0.5,2.2,4.1,Unknown,greenje02,Playoff,6.8,4766198.47
133,Josh Okogie,24,PHO,SG,10.0,5.0,17.5,1.4,3.7,0.378,0.2,1.4,0.143,1.2,2.3,0.522,0.405,1.1,1.3,0.846,1.2,0.9,2.1,1.3,0.6,0.2,0.3,1.8,4.1,Unknown,okogijo01,Playoff,9.3,2084602.82
134,Robin Lopez,34,CLE,C,2.0,0.0,3.0,1.5,1.5,1.0,0.0,0.0,0.346,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0,4.0,Unknown,lopezro01,Playoff,46.9,3077747.24
135,David Roddy,21,MEM,PF,6.0,0.0,12.7,1.3,4.8,0.276,1.0,3.3,0.3,0.3,1.5,0.222,0.379,0.2,0.2,1.0,0.7,2.2,2.8,0.7,0.0,0.3,0.2,1.0,3.8,Unknown,roddyda01,Playoff,6.2,2741771.56
136,Terrence Ross,31,PHO,SG,6.0,0.0,11.5,1.3,4.5,0.296,1.0,3.7,0.273,0.3,0.8,0.4,0.407,0.0,0.0,0.77,0.0,1.3,1.3,0.2,0.2,0.3,0.2,1.0,3.7,Unknown,rosste01,Playoff,3.8,12180284.97
137,Bismack Biyombo,30,PHO,C,8.0,0.0,9.8,1.1,2.0,0.563,0.0,0.0,0.346,1.1,2.0,0.563,0.563,1.1,2.3,0.5,1.3,2.1,3.4,0.8,0.0,1.3,0.8,2.3,3.4,Unknown,biyombi01,Playoff,15.4,3077747.24
138,Jonathan Kuminga,20,GSW,PF,10.0,0.0,6.1,1.3,2.4,0.542,0.3,0.7,0.429,1.0,1.7,0.588,0.604,0.5,0.9,0.556,0.4,0.5,0.9,0.5,0.2,0.0,0.4,0.5,3.4,Unknown,kuminjo01,Playoff,15.6,6079381.47
139,JaMychal Green,32,GSW,PF,7.0,2.0,7.0,1.3,3.3,0.391,0.7,2.6,0.278,0.6,0.7,0.8,0.5,0.0,0.0,0.77,0.0,0.7,0.7,0.4,0.0,0.1,0.3,1.4,3.3,Unknown,greenja01,Playoff,5.6,8685072.76
140,Haywood Highsmith,26,MIA,PF,18.0,0.0,8.9,1.3,2.2,0.615,0.4,0.9,0.5,0.9,1.3,0.696,0.718,0.2,0.3,0.8,0.6,0.8,1.3,0.3,0.6,0.1,0.1,1.1,3.3,Unknown,highsha01,Playoff,17.0,1856315.68
141,Christian Braun,21,DEN,SG,19.0,0.0,13.0,1.3,2.4,0.533,0.1,0.5,0.2,1.2,1.8,0.629,0.556,0.6,1.0,0.579,0.6,1.4,2.1,0.6,0.6,0.2,0.5,1.5,3.2,Unknown,braunch01,Playoff,9.5,2974743.34
142,Jaylen Nowell,23,MIN,SG,5.0,0.0,12.4,1.2,5.2,0.231,0.6,1.8,0.333,0.6,3.4,0.176,0.288,0.2,0.4,0.5,0.8,0.2,1.0,0.6,0.0,0.0,0.4,0.8,3.2,Unknown,nowelja01,Playoff,-1.1,2044890.85
143,Payton Pritchard,25,BOS,PG,10.0,0.0,5.7,1.2,2.2,0.545,0.4,1.0,0.4,0.8,1.2,0.667,0.636,0.4,0.5,0.8,0.0,0.6,0.6,1.1,0.1,0.0,0.5,0.3,3.2,Unknown,pritcpa01,Playoff,18.4,2371660.36
144,Isaiah Hartenstein,24,NYK,C,11.0,0.0,20.0,1.0,2.1,0.478,0.0,0.0,0.346,1.0,2.1,0.478,0.478,1.1,1.5,0.75,2.1,2.5,4.6,1.3,0.8,1.4,0.5,2.6,3.1,Unknown,harteis01,Playoff,13.5,9378691.27
145,Malik Beasley,26,LAL,SG,11.0,0.0,8.3,0.9,3.1,0.294,0.6,2.4,0.269,0.3,0.7,0.375,0.397,0.5,0.5,1.0,0.3,0.5,0.7,0.2,0.1,0.0,0.2,0.5,3.0,Unknown,beaslma01,Playoff,5.4,16478373.9
146,Day'Ron Sharpe,21,BRK,C,2.0,0.0,10.0,1.0,1.5,0.667,0.0,0.0,0.346,1.0,1.5,0.667,0.667,1.0,1.0,1.0,1.0,2.0,3.0,2.5,0.0,0.5,1.0,1.5,3.0,Unknown,sharpda01,Playoff,19.8,2234266.74
147,Cam Thomas,21,BRK,SG,2.0,0.0,8.0,1.5,3.5,0.429,0.0,1.0,0.0,1.5,2.5,0.6,0.429,0.0,0.0,0.77,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,3.0,Unknown,thomaca02,Playoff,1.9,2264643.31
148,Yuta Watanabe,28,BRK,SF,1.0,0.0,5.0,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.534,0.75,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,Unknown,watanyu01,Playoff,0.8,2084602.82
149,Danuel House Jr.,29,PHI,SF,7.0,0.0,6.0,1.3,3.0,0.429,0.1,1.4,0.1,1.1,1.6,0.727,0.452,0.1,0.1,1.0,0.0,1.7,1.7,0.1,0.0,0.0,0.1,0.6,2.9,Unknown,houseda01,Playoff,9.9,4699471.69
150,PJ Dozier,26,SAC,SF,3.0,0.0,2.0,1.0,2.0,0.5,0.7,1.3,0.5,0.3,0.7,0.5,0.667,0.0,0.0,0.77,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,2.7,Unknown,doziepj01,Playoff,40.9,831070.38
151,Alex Len,29,SAC,C,7.0,0.0,7.7,1.0,1.3,0.778,0.0,0.0,0.346,1.0,1.3,0.778,0.778,0.7,0.9,0.833,1.0,1.9,2.9,0.1,0.0,0.4,1.0,2.1,2.7,Unknown,lenal01,Playoff,11.2,4150405.63
152,T.J. Warren,29,PHO,SF,6.0,0.0,13.5,1.0,3.2,0.316,0.2,1.2,0.143,0.8,2.0,0.417,0.342,0.5,0.7,0.75,0.3,0.8,1.2,0.5,0.2,0.5,0.2,0.8,2.7,Unknown,warretj01,Playoff,4.6,4699471.69
153,MarJon Beauchamp,22,MIL,SF,2.0,0.0,2.5,1.0,1.5,0.667,0.5,0.5,1.0,0.5,1.0,0.5,0.833,0.0,0.0,0.77,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.5,Unknown,beaucma01,Playoff,32.9,2632212.54
